exec_id,cl_ord_id,symbol,side,fill_qty,fill_price,transact_time,venue
a9d9d059-9d36-4815-8c97-ac2f7557d64e,bc7a3d0c-a7b4-4093-b830-af45ccd069fd,META,2,500,500.9,2026-02-19T09:30:07.371000,NASDAQ
a9b8fcca-a39a-4ba3-8976-4b2202924fba,b978f221-78a7-4c3d-9cf9-4a9f06603db5,MSFT,2,2500,375.93,2026-02-19T09:30:14.411000,CBOE
3d30bde7-544e-406f-83e2-50dde490ff7f,072443ef-4164-45bc-bba2-cf5c2ac1ccf8,AAPL,1,200,175.83,2026-02-19T09:30:53.020000,CBOE
763a9f26-b3e1-4412-a35f-28a470e5a014,753141bf-1e79-445b-9b28-69dd9715de6a,MSFT,1,500,376.66,2026-02-19T09:32:00.240000,NASDAQ
876ec5d1-5959-45fc-8ca2-e6d3685ef69a,ab39b69b-27dd-43d1-b110-5cb5fd04010e,SPY,1,2500,451.16,2026-02-19T09:32:06.065000,NYSE
67e85899-15d5-44e9-810a-a3b6ed18f75b,8534f41c-3794-4222-8991-b0511856b3e8,QQQ,2,500,380.28,2026-02-19T09:32:31.275000,CBOE
f32ae6ae-1cb9-4e38-9543-f24628a13434,5f231939-aa01-438d-a92e-65be00704ae4,AMZN,2,500,175.64,2026-02-19T09:33:06.098000,ARCA
473aba33-4dd7-43fc-ad0a-d03a5b38dce9,cc951f51-9a4d-475b-8547-5cc0217c77c9,TSLA,2,500,249.0,2026-02-19T09:33:32.496000,ARCA
7e8f4f89-1d3b-434b-9f99-533fca5dc141,7f595061-8512-427f-92cc-56abac17d922,TSLA,2,100,249.53,2026-02-19T09:33:47.014000,CBOE
8e4219e9-5fde-40fd-a26d-10136af72f2c,eb68a895-a87e-4dbe-8b50-15c4180f6c12,MSFT,2,2500,376.44,2026-02-19T09:34:52.477000,NYSE
df8f0f55-1b2a-4ee3-9e59-4437b8696131,965b8449-90a6-4db3-9ce5-927386fab95a,TSLA,1,100,250.22,2026-02-19T09:35:11.116000,ARCA
ed3304b3-d20e-4c8f-936d-78c6196b0a6c,dbc20fe9-5285-4ace-8ff3-1af21f6e4d68,AMZN,2,200,175.74,2026-02-19T09:35:20.404000,CBOE
