cl_ord_id,symbol,side,order_type,quantity,transact_time,account_id,firm_id,ord_status
8243deef-802b-4810-bb87-a5d81309727f,MSFT,1,1,200,2026-02-17 09:30:01,FIRM_A_ACCT_390,FIRM_A,2
d80e29be-dc82-4df3-ad14-50003f73d0da,GOOGL,2,1,2500,2026-02-17 09:32:05,FIRM_B_ACCT_447,FIRM_B,2
53934e6d-d6ee-44fe-a12b-85ee6a70e917,SPY,2,1,200,2026-02-17 09:32:15,FIRM_A_ACCT_891,FIRM_A,2
72c85392-60d7-4e44-88f0-a6fa8e999d19,GOOGL,1,1,100,2026-02-17 09:32:26,FIRM_A_ACCT_526,FIRM_A,2
71339d90-88d2-4636-b698-c1b483d8ec6a,QQQ,1,1,2500,2026-02-17 09:32:53,FIRM_A_ACCT_842,FIRM_A,2
50a4eef2-836e-48c5-abcb-6164d82fcfc3,AAPL,2,1,2500,2026-02-17 09:33:19,FIRM_B_ACCT_495,FIRM_B,2
944f9d51-57dd-4c25-986d-dd8b2df519c0,META,1,1,2500,2026-02-17 09:33:34,FIRM_A_ACCT_841,FIRM_A,2
3fa6b120-0204-44c2-ad4e-c14557a47961,GOOGL,1,1,200,2026-02-17 09:34:31,FIRM_B_ACCT_925,FIRM_B,2
5b9334bd-031e-4d39-b369-9ac6d36f496a,TSLA,2,1,200,2026-02-17 09:34:34,FIRM_A_ACCT_233,FIRM_A,2
5f28c70a-4f5b-4730-b2a2-2703d45b35c4,AMZN,2,1,1000,2026-02-17 09:34:48,FIRM_A_ACCT_517,FIRM_A,2
201f886f-c610-463a-ac48-990724c5d922,SPY,1,1,500,2026-02-17 09:35:09,FIRM_B_ACCT_827,FIRM_B,2
81607485-5b27-4c6e-9a2d-35aed77f21a5,GOOGL,1,1,500,2026-02-17 09:35:35,FIRM_B_ACCT_852,FIRM_B,2
03e19f22-c182-491b-a187-485ea24340cb,QQQ,2,1,2500,2026-02-17 09:36:16,FIRM_B_ACCT_874,FIRM_B,2
9c4639f4-aa1b-4924-819d-efa73db65c0b,QQQ,2,1,100,2026-02-17 09:37:00,FIRM_A_ACCT_237,FIRM_A,2
3d2a7beb-da48-406a-bb87-4875742243f3,AMZN,2,1,200,2026-02-17 09:37:28,FIRM_A_ACCT_828,FIRM_A,2
e4bce624-59e0-4a3f-8437-3db238f412cf,TSLA,2,1,200,2026-02-17 09:37:42,FIRM_A_ACCT_362,FIRM_A,2
f738bddd-d2f5-4f55-bfd3-87e1d164f5bc,MSFT,1,1,100,2026-02-17 09:37:52,FIRM_B_ACCT_959,FIRM_B,2
ba7c7bf7-6442-46d9-b131-74aa9d9051b3,GOOGL,1,1,2500,2026-02-17 09:38:18,FIRM_B_ACCT_685,FIRM_B,2
8da7f994-26b3-4989-9b71-3bdd215eb575,MSFT,1,1,500,2026-02-17 09:38:43,FIRM_A_ACCT_256,FIRM_A,2
42b0ed37-c5a6-4e4e-86d0-2a552f3a33fe,META,1,1,100,2026-02-17 09:38:46,FIRM_B_ACCT_647,FIRM_B,2
51400709-97ba-4593-b01b-d29a9082e1a7,AAPL,2,1,100,2026-02-17 09:40:15,FIRM_B_ACCT_265,FIRM_B,2
020e3dc6-9302-494b-8111-171e0fdf5338,TSLA,1,1,500,2026-02-17 09:40:45,FIRM_B_ACCT_735,FIRM_B,2
904efd4e-8f0f-4cb4-84fa-cd009acab790,META,2,1,200,2026-02-17 09:40:47,FIRM_A_ACCT_164,FIRM_A,2
55c6e811-fa7a-4504-a0df-a110b0ac192b,MSFT,1,1,1000,2026-02-17 09:40:50,FIRM_B_ACCT_865,FIRM_B,2
2ee3b5e2-910b-4c1d-b288-55752a135e8f,AMZN,1,1,500,2026-02-17 09:41:18,FIRM_A_ACCT_650,FIRM_A,2
c85ef567-79a0-4a0c-b04a-8b8327870f81,META,2,1,100,2026-02-17 09:41:50,FIRM_A_ACCT_519,FIRM_A,2
b24d2f8c-136b-4b03-b205-890b4c8e87f1,QQQ,2,1,500,2026-02-17 09:42:13,FIRM_A_ACCT_901,FIRM_A,2
fce0b476-ad81-42d7-9f89-5f45f9de0034,META,2,1,100,2026-02-17 09:42:26,FIRM_B_ACCT_493,FIRM_B,2
61ed8e03-6301-411c-b1c1-3eccaa2a30b0,AMZN,1,1,2500,2026-02-17 09:42:33,FIRM_A_ACCT_155,FIRM_A,2
3ef01776-816a-401f-ad5c-18cbc0447db0,TSLA,1,1,1000,2026-02-17 09:42:34,FIRM_B_ACCT_643,FIRM_B,2
