cl_ord_id,symbol,side,order_type,quantity,transact_time,account_id,firm_id,ord_status
7a189023-b8d5-45f6-a0df-52b2c1e2af8b,SPY,1,1,100,2026-02-18T09:30:03,FIRM_A_ACCT_216,FIRM_A,2
ab601381-6e87-4437-a2f8-27bfb5be2ed1,SPY,2,1,500,2026-02-18T09:30:29,FIRM_B_ACCT_681,FIRM_B,2
1bc8fb1d-87b5-4f58-9606-c6a6f2f611f2,TSLA,2,1,100,2026-02-18T09:30:43,FIRM_A_ACCT_459,FIRM_A,2
def43060-65ad-4593-9dfd-6236589954e7,GOOGL,2,1,2500,2026-02-18T09:30:48,FIRM_A_ACCT_220,FIRM_A,2
91a35c02-b39e-4a56-9921-f476accd2be1,TSLA,1,1,200,2026-02-18T09:31:30,FIRM_A_ACCT_568,FIRM_A,2
d95ae739-8b78-4342-a37b-66ea30e3e63f,TSLA,2,1,2500,2026-02-18T09:31:34,FIRM_A_ACCT_749,FIRM_A,2
91a2ac9e-228e-46be-a400-9e638da19b06,QQQ,1,1,500,2026-02-18T09:31:39,FIRM_B_ACCT_445,FIRM_B,2
789bcf7e-53ca-4d08-888c-a624f073749d,TSLA,2,1,500,2026-02-18T09:32:06,FIRM_B_ACCT_845,FIRM_B,2
fa8703e3-6a6d-41f1-b4ce-cbc2dcbdd0f4,MSFT,1,1,100,2026-02-18T09:33:39,FIRM_B_ACCT_722,FIRM_B,2
e695bd7c-550f-427e-bbd5-0dcb26ad4e1b,QQQ,2,1,200,2026-02-18T09:34:01,FIRM_A_ACCT_326,FIRM_A,2
ff5c779d-0357-46ea-a177-39ca6b965f0a,TSLA,1,1,200,2026-02-18T09:34:08,FIRM_B_ACCT_412,FIRM_B,2
e1fcb5ad-2b7e-4d95-ba90-beb9d6855f93,GOOGL,1,1,2500,2026-02-18T09:34:18,FIRM_B_ACCT_414,FIRM_B,2
f1983563-220b-4253-8f03-53b577dbc6b1,MSFT,1,1,100,2026-02-18T09:34:26,FIRM_A_ACCT_633,FIRM_A,2
ae0b11c3-8937-4263-a3e6-08636e3fbb27,MSFT,1,1,200,2026-02-18T09:35:39,FIRM_A_ACCT_464,FIRM_A,2
70e93489-7c2b-4377-a2a9-594c21240ebe,TSLA,2,1,500,2026-02-18T09:35:46,FIRM_B_ACCT_849,FIRM_B,2
21c54571-09b4-47b1-b802-fec3b992d91f,TSLA,2,1,1000,2026-02-18T09:36:06,FIRM_B_ACCT_836,FIRM_B,2
623a9511-136c-4aa2-a262-6d7725bd687a,AAPL,2,1,500,2026-02-18T09:36:12,FIRM_B_ACCT_452,FIRM_B,2
fc59bf93-ec7e-475f-bc27-8a0d19f5b0bc,META,1,1,2500,2026-02-18T09:37:01,FIRM_B_ACCT_521,FIRM_B,2
5b5d7c03-eb23-49e2-82ec-d8c5249f204c,MSFT,2,1,1000,2026-02-18T09:37:19,FIRM_A_ACCT_839,FIRM_A,2
700edf45-ce8c-42a1-aa63-213d815cd1da,AAPL,1,1,100,2026-02-18T09:37:51,FIRM_B_ACCT_540,FIRM_B,2
82ed141e-2b43-4ebf-9fbb-566d1887b37f,META,2,1,500,2026-02-18T09:38:30,FIRM_A_ACCT_957,FIRM_A,2
c1b9ad4a-8d3d-4582-890e-7b0a9965533a,SPY,2,1,1000,2026-02-18T09:38:31,FIRM_B_ACCT_307,FIRM_B,2
8699ca3d-b5ba-419d-a57d-87851749d460,AMZN,2,1,100,2026-02-18T09:39:15,FIRM_B_ACCT_487,FIRM_B,2
f240b3d5-410e-405b-b713-13d086045d28,GOOGL,1,1,2500,2026-02-18T09:39:32,FIRM_A_ACCT_459,FIRM_A,2
05690c0b-8fda-446b-846e-1719431b9a4e,QQQ,2,1,500,2026-02-18T09:40:00,FIRM_B_ACCT_328,FIRM_B,2
72546680-e98d-44c1-b31e-a010233871a7,AAPL,1,1,2500,2026-02-18T09:40:11,FIRM_A_ACCT_975,FIRM_A,2
bd3a73c3-c9c3-4522-b598-09a7852919c4,AMZN,1,1,1000,2026-02-18T09:40:15,FIRM_B_ACCT_518,FIRM_B,2
2c151133-760b-4bbe-9ce1-8d0c3df65315,TSLA,2,1,200,2026-02-18T09:40:24,FIRM_B_ACCT_783,FIRM_B,2
57d7e01e-3237-4eb1-a50f-fee30c4a2a00,TSLA,1,1,1000,2026-02-18T09:41:01,FIRM_A_ACCT_744,FIRM_A,2
5cee21a3-7262-47cc-861a-4fd99d4596df,MSFT,1,1,2500,2026-02-18T09:41:03,FIRM_B_ACCT_609,FIRM_B,2
5f5cbbf3-8e16-4a1a-9bad-91bd07b5c735,AMZN,1,1,1000,2026-02-18T09:41:12,FIRM_A_ACCT_165,FIRM_A,2
15904e5f-52a7-4105-8573-a0d773a0b7a5,GOOGL,2,1,500,2026-02-18T09:41:28,FIRM_B_ACCT_851,FIRM_B,2
a64b9d5b-5775-4104-bda3-6ba293d5975f,AMZN,2,1,2500,2026-02-18T09:42:30,FIRM_B_ACCT_193,FIRM_B,2
871cb445-95b2-455a-84d9-ab4284aabc62,META,1,1,200,2026-02-18T09:42:30,FIRM_A_ACCT_528,FIRM_A,2
480fdd3d-6183-42d0-ba14-e072fc74524e,SPY,1,1,500,2026-02-18T09:43:55,FIRM_A_ACCT_793,FIRM_A,2
1e0ec44e-60d0-40db-bc60-1843d6ab25e0,AAPL,2,1,2500,2026-02-18T09:44:32,FIRM_B_ACCT_902,FIRM_B,2
713a84a6-f531-4870-8f20-e81bba41be95,AAPL,2,1,200,2026-02-18T09:44:49,FIRM_B_ACCT_347,FIRM_B,2
4f491d1a-6bb0-4eff-8df4-32382b50570f,META,1,1,500,2026-02-18T09:45:46,FIRM_A_ACCT_643,FIRM_A,2
1a8e1070-d4d8-4148-ac7c-65a0d51b9219,QQQ,1,1,100,2026-02-18T09:45:48,FIRM_B_ACCT_193,FIRM_B,2
29d159cb-d52f-4e43-acf8-887e07436a68,QQQ,1,1,1000,2026-02-18T09:45:52,FIRM_B_ACCT_752,FIRM_B,2
20b28a23-a1b9-4d84-8087-5e93754c0236,MSFT,1,1,2500,2026-02-18T09:46:08,FIRM_A_ACCT_947,FIRM_A,2
204142a7-8461-4c3b-9436-379c672e29c3,META,2,1,200,2026-02-18T09:46:25,FIRM_A_ACCT_277,FIRM_A,2
3f9980ee-d3d9-4cb0-a903-f5c97ef8aa14,GOOGL,1,1,2500,2026-02-18T09:46:42,FIRM_A_ACCT_524,FIRM_A,2
e79b76a6-e0e2-4352-b278-436084a1885f,META,1,1,200,2026-02-18T09:46:58,FIRM_A_ACCT_858,FIRM_A,2
9081ca0d-198c-4475-84da-556fbe1b18e5,AAPL,2,1,200,2026-02-18T09:47:57,FIRM_A_ACCT_717,FIRM_A,2
9c2303e7-7009-4f1f-ad8a-6a192af18afa,AMZN,2,1,100,2026-02-18T09:48:03,FIRM_A_ACCT_248,FIRM_A,2
c8a44eef-7e08-48f9-865b-4631958965d9,AAPL,2,1,500,2026-02-18T09:48:35,FIRM_A_ACCT_254,FIRM_A,2
dde9fa7b-aa37-4f6a-ac1d-969a2457488b,TSLA,2,1,500,2026-02-18T09:49:01,FIRM_A_ACCT_429,FIRM_A,2
de36a8ef-a557-4d62-bee8-24bd74a3ad3c,AMZN,2,1,2500,2026-02-18T09:49:03,FIRM_B_ACCT_474,FIRM_B,2
488e8487-56f6-4325-9f1f-826114d7a566,SPY,2,1,2500,2026-02-18T09:49:37,FIRM_A_ACCT_948,FIRM_A,2
bed1a41c-0c44-4de2-936c-db908d1861c3,GOOGL,2,1,500,2026-02-18T09:49:57,FIRM_B_ACCT_902,FIRM_B,2
40dc6dca-d3a0-4995-b381-4902d4445cef,SPY,2,1,100,2026-02-18T09:50:30,FIRM_A_ACCT_511,FIRM_A,2
b8d2dcd5-d0ae-4d39-b034-73ea0bb1f29b,MSFT,1,1,100,2026-02-18T09:50:39,FIRM_A_ACCT_444,FIRM_A,2
a62473a0-e9dd-482f-a170-78953d881dc2,AAPL,1,1,1000,2026-02-18T09:51:56,FIRM_A_ACCT_545,FIRM_A,2
9e2f599c-ee34-45c1-90f0-0cced8594f36,QQQ,1,1,1000,2026-02-18T09:52:11,FIRM_A_ACCT_427,FIRM_A,2
15eeca81-04fd-4809-8dd9-b04e0e539e59,META,1,1,2500,2026-02-18T09:52:16,FIRM_A_ACCT_817,FIRM_A,2
fe3a60c1-7314-49c4-94b5-add77e739d9c,MSFT,1,1,500,2026-02-18T09:52:26,FIRM_A_ACCT_385,FIRM_A,2
1c050c0a-ab89-4cb8-9478-a4e1fe6ca05b,AAPL,2,1,200,2026-02-18T09:52:52,FIRM_B_ACCT_489,FIRM_B,2
8dd779de-a9d8-4510-80e8-243228501823,TSLA,2,1,200,2026-02-18T09:53:02,FIRM_A_ACCT_292,FIRM_A,2
817f49ed-f88a-422e-9c4d-e9d660635687,QQQ,2,1,2500,2026-02-18T09:53:18,FIRM_B_ACCT_452,FIRM_B,2
d617f6bf-6644-4486-b82b-fd2da8583279,MSFT,1,1,200,2026-02-18T09:53:41,FIRM_B_ACCT_316,FIRM_B,2
546219bb-00ae-4960-a9bd-806d3f71775a,AAPL,2,1,200,2026-02-18T09:53:43,FIRM_B_ACCT_449,FIRM_B,2
825e8d15-0d7a-4bcb-8424-84536a5d86de,AMZN,1,1,500,2026-02-18T09:53:48,FIRM_A_ACCT_911,FIRM_A,2
e7487a6b-b3ef-430d-ac38-7c4cd8b4c846,SPY,2,1,100,2026-02-18T09:54:01,FIRM_A_ACCT_478,FIRM_A,2
53b62bcd-ebca-447b-8cf1-7363d49b58e7,TSLA,1,1,100,2026-02-18T09:54:33,FIRM_B_ACCT_220,FIRM_B,2
28b94f88-8150-458c-bd83-a18ba8293aee,TSLA,2,1,200,2026-02-18T09:54:41,FIRM_A_ACCT_156,FIRM_A,2
3c7e2034-792d-4115-ad67-c5d1d67e8005,SPY,1,1,200,2026-02-18T09:54:47,FIRM_B_ACCT_901,FIRM_B,2
b6cb6206-e6cf-4313-899c-cc7c9f07c5ce,AMZN,1,1,1000,2026-02-18T09:54:54,FIRM_B_ACCT_531,FIRM_B,2
1ceb9d6c-72f7-4019-9115-6dae321d3e38,SPY,2,1,1000,2026-02-18T09:55:39,FIRM_A_ACCT_447,FIRM_A,2
51b4d5db-11f1-49b0-84cc-24bed13a928b,AMZN,1,1,200,2026-02-18T09:55:39,FIRM_B_ACCT_956,FIRM_B,2
414f9247-02e4-4602-82f9-744ef40cc1d2,QQQ,2,1,100,2026-02-18T09:55:55,FIRM_B_ACCT_189,FIRM_B,2
b108ee74-8abe-4a32-ab16-92e197c361c5,GOOGL,1,1,2500,2026-02-18T09:58:24,FIRM_B_ACCT_116,FIRM_B,2
77103701-4c94-4f92-80ac-eecfc78a3b0f,META,2,1,500,2026-02-18T09:58:41,FIRM_B_ACCT_458,FIRM_B,2
821c2f9f-9904-4828-9135-e28cec4de1b3,GOOGL,1,1,100,2026-02-18T09:59:43,FIRM_A_ACCT_676,FIRM_A,2
32332d70-d287-4445-bec0-e320aaa52d36,SPY,2,1,100,2026-02-18T10:00:10,FIRM_A_ACCT_518,FIRM_A,2
3880eadf-df32-4082-865e-9dbdfe225df0,GOOGL,1,1,2500,2026-02-18T10:00:11,FIRM_B_ACCT_936,FIRM_B,2
074e0105-e91d-486c-82cb-770109d1b5fb,SPY,2,1,100,2026-02-18T10:00:23,FIRM_B_ACCT_357,FIRM_B,2
5ef80283-39ed-4f21-b697-824c31868691,AAPL,2,1,100,2026-02-18T10:01:33,FIRM_A_ACCT_620,FIRM_A,2
8c9ec070-81d6-42df-acf3-795aacf0423a,AMZN,2,1,2500,2026-02-18T10:01:38,FIRM_A_ACCT_685,FIRM_A,2
538647af-96ae-47e5-9875-10a853e98ec0,AMZN,2,1,200,2026-02-18T10:02:14,FIRM_A_ACCT_241,FIRM_A,2
1fd58f37-8539-4870-ae30-94d3842e4fcb,QQQ,2,1,200,2026-02-18T10:02:25,FIRM_A_ACCT_377,FIRM_A,2
12fd5568-f938-4bb6-a899-7c391ccd2f7e,MSFT,1,1,2500,2026-02-18T10:02:33,FIRM_B_ACCT_986,FIRM_B,2
6b16eab6-7dd3-4dfe-8e03-b6cbca93a264,GOOGL,1,1,500,2026-02-18T10:02:41,FIRM_B_ACCT_633,FIRM_B,2
5ec0d822-37d7-4b9d-ada9-ef841dcb3b0a,AAPL,1,1,100,2026-02-18T10:02:46,FIRM_A_ACCT_620,FIRM_A,2
256cd8e9-20ab-415a-8937-ca607e64e228,TSLA,1,1,2500,2026-02-18T10:03:26,FIRM_B_ACCT_655,FIRM_B,2
3317b294-1e15-424a-9bd5-1b4bb7df7d31,MSFT,1,1,100,2026-02-18T10:03:27,FIRM_B_ACCT_276,FIRM_B,2
5529c3f1-cf74-4d4d-97aa-cb5f3e897573,TSLA,1,1,100,2026-02-18T10:03:30,FIRM_A_ACCT_259,FIRM_A,2
62a64e2e-1a7b-4edb-a17d-28522e6d92e6,MSFT,1,1,500,2026-02-18T10:03:43,FIRM_A_ACCT_482,FIRM_A,2
7405ac55-4932-4168-83fb-49092fecc985,SPY,1,1,100,2026-02-18T10:03:48,FIRM_B_ACCT_746,FIRM_B,2
d90654fb-5227-4f40-8412-9348c4a0dc6b,QQQ,2,1,100,2026-02-18T10:04:14,FIRM_B_ACCT_494,FIRM_B,2
