cl_ord_id,symbol,side,order_type,quantity,transact_time,account_id,firm_id,ord_status
9ad1cc56-3b48-412b-af0e-1c7126ea8a59,SPY,1,1,1000,2026-02-19 09:30:06,FIRM_A_ACCT_556,FIRM_A,2
5c00b3bd-c95a-4f43-b99d-cfd7bed1cbea,GOOGL,2,1,500,2026-02-19 09:30:10,FIRM_A_ACCT_320,FIRM_A,2
33a3c2b4-e385-47a3-b10a-02853443431a,AMZN,1,1,2500,2026-02-19 09:30:16,FIRM_A_ACCT_158,FIRM_A,2
f9f6e606-fd1b-4302-b4d5-e9f6df89fa4c,TSLA,1,1,2500,2026-02-19 09:30:35,FIRM_A_ACCT_467,FIRM_A,2
2156f4d2-3ea0-44ef-9420-543a381e6a7c,QQQ,2,1,200,2026-02-19 09:30:56,FIRM_B_ACCT_779,FIRM_B,2
38272f71-f73a-4099-aabe-67c5baf96f1f,TSLA,1,1,1000,2026-02-19 09:31:15,FIRM_B_ACCT_304,FIRM_B,2
ed60e615-85b0-4966-b34b-bfb1982f4019,META,1,1,100,2026-02-19 09:32:23,FIRM_A_ACCT_398,FIRM_A,2
30add0f7-86eb-47fc-9fbe-9def37c1382a,AAPL,1,1,2500,2026-02-19 09:32:47,FIRM_A_ACCT_744,FIRM_A,2
95ce8128-83d0-4020-9bc6-5637c07af242,MSFT,2,1,2500,2026-02-19 09:33:38,FIRM_A_ACCT_862,FIRM_A,2
d9b5e8d4-73d0-4fb1-b2ae-c670d450ebec,AMZN,1,1,200,2026-02-19 09:33:45,FIRM_B_ACCT_391,FIRM_B,2
80b6d5b6-5e68-4f8b-aab9-a51b341e9f8f,QQQ,1,1,2500,2026-02-19 09:34:10,FIRM_A_ACCT_504,FIRM_A,2
2a23333c-63b5-4267-864a-29e2edf8d881,MSFT,2,1,500,2026-02-19 09:34:22,FIRM_A_ACCT_964,FIRM_A,2
c465b4eb-5c97-4711-a6cc-655c10ac7ca5,TSLA,1,1,200,2026-02-19 09:34:31,FIRM_B_ACCT_917,FIRM_B,2
3c33da32-aba9-4f28-9713-2a04c1ceec4a,SPY,1,1,2500,2026-02-19 09:34:55,FIRM_B_ACCT_177,FIRM_B,2
e65e5b56-d40e-4dca-af59-84bf465fbc06,AMZN,2,1,1000,2026-02-19 09:35:42,FIRM_A_ACCT_344,FIRM_A,2
cfac3b98-14c2-495f-b238-071e972caeef,GOOGL,2,1,1000,2026-02-19 09:36:19,FIRM_A_ACCT_864,FIRM_A,2
e803e234-04d3-46a9-bccc-79e26b58c3e6,MSFT,2,1,100,2026-02-19 09:36:59,FIRM_B_ACCT_758,FIRM_B,2
d4a1c8ad-604e-4d2c-9bf3-9636ca47fdab,MSFT,1,1,100,2026-02-19 09:37:54,FIRM_B_ACCT_539,FIRM_B,2
1060becb-3f99-4afb-aa49-a3c13d384d70,META,2,1,500,2026-02-19 09:38:22,FIRM_A_ACCT_804,FIRM_A,2
f9a637a8-3b5b-4423-9131-90a6a42dbff8,META,1,1,100,2026-02-19 09:38:42,FIRM_A_ACCT_338,FIRM_A,2
0cd42890-0051-4498-8eae-b264fef0c21c,QQQ,2,1,1000,2026-02-19 09:39:09,FIRM_B_ACCT_690,FIRM_B,2
829f1f47-1a7e-42cd-8bc5-6636123e5d51,QQQ,1,1,1000,2026-02-19 09:39:34,FIRM_A_ACCT_192,FIRM_A,2
e3b43153-62dc-4ed5-a584-5ed77664788e,SPY,2,1,1000,2026-02-19 09:40:29,FIRM_A_ACCT_135,FIRM_A,2
58beaad2-7ec0-434c-8298-b10dc61bef9a,TSLA,1,1,2500,2026-02-19 09:41:35,FIRM_B_ACCT_532,FIRM_B,2
45724386-2b20-4552-85e3-665dfe6db7af,AMZN,2,1,200,2026-02-19 09:42:01,FIRM_B_ACCT_372,FIRM_B,2
d6e85d42-7aab-4083-9323-f28584121de1,SPY,1,1,1000,2026-02-19 09:42:11,FIRM_A_ACCT_968,FIRM_A,2
a457c66c-0581-4942-ba0c-4e7bc1185f90,AAPL,2,1,2500,2026-02-19 09:43:15,FIRM_B_ACCT_162,FIRM_B,2
40d13234-0ca1-402f-95a9-d9e5e4db2774,QQQ,1,1,2500,2026-02-19 09:43:55,FIRM_B_ACCT_676,FIRM_B,2
070e912c-f202-4539-ae49-8dd49fef893d,MSFT,1,1,200,2026-02-19 09:44:40,FIRM_A_ACCT_961,FIRM_A,2
54eab84f-28a1-4080-b844-0b890f5d7e1f,GOOGL,2,1,500,2026-02-19 09:44:46,FIRM_B_ACCT_747,FIRM_B,2
f4d6bb01-c23f-4da5-894f-77ce88b44699,TSLA,2,1,500,2026-02-19 09:44:56,FIRM_A_ACCT_857,FIRM_A,2
7b84c790-8527-4845-a68e-a4e8cf729aab,GOOGL,2,1,200,2026-02-19 09:44:58,FIRM_B_ACCT_688,FIRM_B,2
1fba41c6-03a7-414d-b0ec-51c2d45d84c4,AMZN,1,1,100,2026-02-19 09:45:08,FIRM_A_ACCT_408,FIRM_A,2
6f59b135-9a43-4003-b0bd-d37c044d4d7e,AMZN,2,1,2500,2026-02-19 09:45:14,FIRM_B_ACCT_913,FIRM_B,2
09846efe-9fa8-42ae-ab7d-45b13fd200eb,MSFT,2,1,500,2026-02-19 09:45:21,FIRM_A_ACCT_811,FIRM_A,2
b884c696-42b2-4134-a77f-5922f39df40d,AMZN,1,1,2500,2026-02-19 09:45:31,FIRM_A_ACCT_632,FIRM_A,2
1ea224a4-99f2-4c7c-8359-f5e1a9ed6a16,QQQ,1,1,200,2026-02-19 09:45:39,FIRM_A_ACCT_941,FIRM_A,2
03c5eec2-5cba-44c2-a10f-fa3185a02ddf,AAPL,2,1,500,2026-02-19 09:46:04,FIRM_B_ACCT_773,FIRM_B,2
c702610d-abdc-42af-ab74-86286f3cb99f,AMZN,1,1,500,2026-02-19 09:46:28,FIRM_B_ACCT_303,FIRM_B,2
d37bd070-8440-46d1-82ef-0a0e465bb02c,META,1,1,200,2026-02-19 09:46:33,FIRM_B_ACCT_524,FIRM_B,2
12b78f20-4d46-4529-8ea4-d480dddcea45,AAPL,1,1,1000,2026-02-19 09:46:40,FIRM_A_ACCT_223,FIRM_A,2
4927a713-41d1-4c77-8a95-e5f16cb5dc78,AMZN,2,1,2500,2026-02-19 09:47:04,FIRM_A_ACCT_474,FIRM_A,2
6dd81e7f-ae1f-41b9-9c04-f76fbe972795,GOOGL,1,1,1000,2026-02-19 09:47:24,FIRM_B_ACCT_436,FIRM_B,2
c762c5ee-b49b-4c97-ac45-1c588e80ba0a,AMZN,2,1,1000,2026-02-19 09:47:29,FIRM_B_ACCT_646,FIRM_B,2
f1797ed5-e39d-49d0-8689-02168dc0b0ca,GOOGL,2,1,2500,2026-02-19 09:47:39,FIRM_A_ACCT_649,FIRM_A,2
e6f6f881-a852-4387-827d-fe26d8f9477d,AAPL,2,1,500,2026-02-19 09:48:07,FIRM_A_ACCT_852,FIRM_A,2
5e629036-a23a-4908-b0a0-6c75391eba15,META,1,1,2500,2026-02-19 09:49:46,FIRM_B_ACCT_871,FIRM_B,2
95b110aa-a534-4d7c-b0ba-a9ccb4916742,META,2,1,200,2026-02-19 09:49:53,FIRM_A_ACCT_228,FIRM_A,2
c1d96e34-e6e8-45cf-9338-f85c6473bc77,META,2,1,1000,2026-02-19 09:50:01,FIRM_A_ACCT_506,FIRM_A,2
af69a9d9-ff1b-461c-a6b7-c95f9c760dac,AAPL,2,1,500,2026-02-19 09:51:13,FIRM_A_ACCT_229,FIRM_A,2
934c59bf-98bf-483c-95ab-055e49a6d45f,MSFT,1,1,200,2026-02-19 09:51:16,FIRM_A_ACCT_801,FIRM_A,2
8c987840-6651-45b8-82be-0abd3d12baad,QQQ,1,1,100,2026-02-19 09:51:21,FIRM_A_ACCT_481,FIRM_A,2
87593030-6c13-4740-bb8f-2e14a34972bc,TSLA,2,1,2500,2026-02-19 09:51:41,FIRM_A_ACCT_475,FIRM_A,2
b2512671-cc4f-46da-b086-3361a91dbe8a,SPY,1,1,1000,2026-02-19 09:51:41,FIRM_B_ACCT_834,FIRM_B,2
a6fe183d-fe53-4469-bd9a-371ef2a76e17,MSFT,1,1,2500,2026-02-19 09:51:53,FIRM_A_ACCT_616,FIRM_A,2
19307013-a4e6-41b6-9bc2-65c4b56f7263,TSLA,2,1,1000,2026-02-19 09:52:03,FIRM_A_ACCT_110,FIRM_A,2
1fb4f1ca-4aa6-4fb5-aa8c-ed2876455892,SPY,2,1,500,2026-02-19 09:52:37,FIRM_B_ACCT_919,FIRM_B,2
a914d500-f975-4a81-9b1d-ef5d61916250,MSFT,1,1,200,2026-02-19 09:53:39,FIRM_A_ACCT_853,FIRM_A,2
47958f83-d450-479e-b468-33207fd3bd58,AMZN,2,1,1000,2026-02-19 09:54:26,FIRM_A_ACCT_836,FIRM_A,2
b3549381-2353-492a-ab9b-2a912b862f93,AAPL,2,1,2500,2026-02-19 09:54:45,FIRM_A_ACCT_887,FIRM_A,2
